コード,連動銘柄,連動銘柄名,相関
1897.T,6943.T,ＮＫＫスイッチズ,0.313
1897.T,4767.T,テー・オー・ダブリュー,0.311
1897.T,4025.T,多木化学,0.307
1897.T,1786.T,オリエンタル白石,0.296
1897.T,4527.T,ロート製薬,0.287
1897.T,4114.T,日本触媒,0.281
1897.T,7780.T,メニコン,0.281
1897.T,5711.T,三菱マテリアル,0.276
1897.T,4234.T,サンエー化研,0.272
1897.T,5021.T,コスモエネルギーホールディングス,0.27
1897.T,7931.T,未来工業,0.266
1897.T,5142.T,アキレス,0.259
1897.T,8074.T,ＹＵＡＳＡ,0.259
1897.T,3901.T,マークラインズ,0.257
1897.T,4401.T,ＡＤＥＫＡ,0.253
1897.T,3947.T,ダイナパック,0.252
1897.T,2204.T,中村屋,0.249
1994.T,5393.T,ニチアス,0.487
1994.T,9312.T,ケイヒン,0.473
1994.T,6445.T,ジャノメ,0.466
1994.T,7537.T,丸文,0.46
1994.T,4392.T,ＦＩＧ,0.454
1994.T,8439.T,東京センチュリー,0.437
1994.T,1803.T,清水建設,0.422
1994.T,6480.T,日本トムソン,0.421
1994.T,7366.T,ＬＩＴＡＬＩＣＯ,0.419
1994.T,4247.T,ポバール興業,0.399
1994.T,7955.T,クリナップ,0.376
1994.T,2488.T,ＪＴＰ,0.355
1994.T,6282.T,オイレス工業,0.347
1994.T,5956.T,トーソー,0.347
1994.T,6240.T,ヤマシンフィルタ,0.345
1994.T,1717.T,明豊ファシリティワークス,0.341
1994.T,6517.T,デンヨー,0.336
1994.T,8041.T,ＯＵＧホールディングス,0.336
1994.T,5902.T,ホッカンホールディングス,0.336
1994.T,3443.T,川田テクノロジーズ,0.333
2055.T,6964.T,サンコー,0.496
2055.T,7226.T,極東開発工業,0.472
2055.T,6382.T,トリニティ工業,0.465
2055.T,6644.T,大崎電気工業,0.444
2055.T,6658.T,シライ電子工業,0.436
2055.T,8076.T,カノークス,0.434
2055.T,7822.T,永大産業,0.423
2055.T,7224.T,新明和工業,0.422
2055.T,7231.T,トピー工業,0.419
2055.T,8572.T,アコム,0.417
2055.T,4538.T,扶桑薬品工業,0.411
2055.T,8928.T,穴吹興産,0.409
2055.T,9765.T,オオバ,0.407
2055.T,3405.T,クラレ,0.407
2055.T,5958.T,三洋工業,0.407
2055.T,1799.T,第一建設工業,0.406
2055.T,8917.T,ファースト住建,0.405
2055.T,6626.T,ＳＥＭＩＴＥＣ,0.404
2055.T,3004.T,神栄,0.404
2055.T,1717.T,明豊ファシリティワークス,0.404
2193.T,8566.T,リコーリース,0.446
2193.T,6306.T,日工,0.432
2193.T,5976.T,高周波熱錬,0.394
2193.T,5195.T,バンドー化学,0.394
2193.T,9726.T,ＫＮＴ－ＣＴホールディングス,0.378
2193.T,5932.T,三協立山,0.376
2193.T,9248.T,人・夢・技術グループ,0.373
2193.T,8093.T,極東貿易,0.372
2193.T,6272.T,レオン自動機,0.367
2193.T,9757.T,船井総研ホールディングス,0.363
2193.T,2148.T,アイティメディア,0.362
2193.T,5357.T,ヨータイ,0.359
2193.T,5933.T,アルインコ,0.357
2193.T,6919.T,ケル,0.356
2193.T,9332.T,ＮＩＳＳＯホールディングス,0.356
2193.T,7914.T,共同印刷,0.354
2193.T,9699.T,ニシオホールディングス,0.354
2193.T,2418.T,ツカダ・グローバルホールディング,0.353
2193.T,1898.T,世紀東急工業,0.352
2193.T,8999.T,グランディハウス,0.351
2388.T,3989.T,シェアリングテクノロジー,0.527
2388.T,7140.T,ペットゴー,0.527
2388.T,6977.T,日本抵抗器製作所,0.411
2388.T,7815.T,東京ボード工業,0.408
2388.T,6696.T,トラース・オン・プロダクト,0.343
2388.T,9229.T,サンウェルズ,0.335
2388.T,2379.T,ディップ,0.305
2388.T,7447.T,ナガイレーベン,0.301
2388.T,4583.T,カイオム・バイオサイエンス,0.289
2388.T,3529.T,アツギ,0.285
2388.T,4444.T,インフォネット,0.281
2388.T,7363.T,ベビーカレンダー,0.27
2388.T,9253.T,スローガン,0.264
2388.T,3089.T,テクノアルファ,0.262
2388.T,6870.T,日本フェンオール,0.259
2388.T,3086.T,Ｊ．フロント　リテイリング,0.258
2388.T,7046.T,ＴＤＳＥ,0.249
2388.T,3931.T,バリューゴルフ,0.243
2388.T,2160.T,ジーエヌアイグループ,0.236
2388.T,1419.T,タマホーム,0.236
2484.T,4599.T,ステムリム,0.418
2484.T,4440.T,ヴィッツ,0.415
2484.T,3023.T,ラサ商事,0.4
2484.T,3727.T,アプリックス,0.384
2484.T,4498.T,サイバートラスト,0.35
2484.T,4978.T,リプロセル,0.346
2484.T,5932.T,三協立山,0.341
2484.T,4891.T,ティムス,0.335
2484.T,5541.T,大平洋金属,0.333
2484.T,7610.T,テイツー,0.332
2484.T,4393.T,バンク・オブ・イノベーション,0.332
2484.T,5586.T,Ｌａｂｏｒｏ．ＡＩ,0.329
2484.T,6082.T,ライドオンエクスプレスホールディングス,0.327
2484.T,414A.T,オーバーラップホールディングス,0.326
2484.T,9341.T,ＧＥＮＯＶＡ,0.325
2484.T,4056.T,ニューラルグループ,0.325
2484.T,7347.T,マーキュリアホールディングス,0.324
2484.T,7527.T,システムソフト,0.324
2484.T,1815.T,鉄建建設,0.322
2484.T,2428.T,ウェルネット,0.319
2499.T,3299.T,ムゲンエステート,0.31
2499.T,5586.T,Ｌａｂｏｒｏ．ＡＩ,0.3
2499.T,6579.T,ログリー,0.297
2499.T,4264.T,セキュア,0.292
2499.T,3940.T,ノムラシステムコーポレーション,0.284
2499.T,6030.T,アドベンチャー,0.281
2499.T,8891.T,ＡＭＧホールディングス,0.278
2499.T,3993.T,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,0.277
2499.T,4488.T,ＡＩ　ｉｎｓｉｄｅ,0.266
2499.T,429A.T,テクセンドフォトマスク,0.261
2499.T,5038.T,ｅＷｅＬＬ,0.261
2499.T,9782.T,ディーエムエス,0.258
2499.T,6625.T,ＪＡＬＣＯホールディングス,0.258
2499.T,5965.T,フジマック,0.254
2499.T,6069.T,トレンダーズ,0.243
2499.T,3787.T,テクノマセマティカル,0.241
2499.T,4169.T,ＥＮＥＣＨＡＮＧＥ,0.238
2499.T,5244.T,ｊｉｇ．ｊｐ,0.238
2499.T,9449.T,ＧＭＯインターネットグループ,0.238
2499.T,4820.T,イーエムシステムズ,0.238
2788.T,5363.T,東京窯業,0.43
2788.T,7427.T,エコートレーディング,0.374
2788.T,6291.T,日本エアーテック,0.374
2788.T,8848.T,レオパレス２１,0.373
2788.T,9145.T,ビーイングホールディングス,0.37
2788.T,5408.T,中山製鋼所,0.367
2788.T,7091.T,リビングプラットフォーム,0.366
2788.T,6745.T,ホーチキ,0.359
2788.T,6255.T,エヌ・ピー・シー,0.359
2788.T,3680.T,ホットリンク,0.359
2788.T,4064.T,日本カーバイド工業,0.356
2788.T,5741.T,ＵＡＣＪ,0.353
2788.T,3201.T,日本毛織,0.351
2788.T,3843.T,フリービット,0.346
2788.T,336A.T,ダイナミックマッププラットフォーム,0.344
2788.T,8016.T,オンワードホールディングス,0.342
2788.T,6209.T,リケンＮＰＲ,0.339
2788.T,9934.T,因幡電機産業,0.337
2788.T,7246.T,プレス工業,0.336
2788.T,4416.T,Ｔｒｕｅ　Ｄａｔａ,0.334
2795.T,177A.T,コージンバイオ,0.279
2795.T,8143.T,ラピーヌ,0.272
2795.T,5257.T,ノバシステム,0.26
2795.T,9835.T,ジュンテンドー,0.243
2795.T,9820.T,エムティジェネックス,0.241
2795.T,7039.T,ブリッジインターナショナルグループ,0.24
2795.T,5994.T,ファインシンター,0.232
2795.T,5619.T,マーソ,0.228
2795.T,4657.T,環境管理センター,0.227
2795.T,4208.T,ＵＢＥ,0.219
2795.T,4428.T,シノプス,0.218
2795.T,8283.T,ＰＡＬＴＡＣ,0.217
2795.T,9506.T,東北電力,0.217
2795.T,6166.T,中村超硬,0.217
2795.T,9306.T,東陽倉庫,0.214
2795.T,5753.T,日本伸銅,0.212
2795.T,2933.T,紀文食品,0.212
2795.T,2980.T,ＳＲＥホールディングス,0.211
2795.T,4361.T,川口化学工業,0.211
2795.T,9028.T,ゼロ,0.209
2814.T,4994.T,大成ラミックグループ,0.353
2814.T,3474.T,Ｇ－ＦＡＣＴＯＲＹ,0.328
2814.T,6445.T,ジャノメ,0.323
2814.T,3082.T,きちりホールディングス,0.309
2814.T,9663.T,ナガワ,0.308
2814.T,8877.T,エスリード,0.304
2814.T,8018.T,三共生興,0.304
2814.T,3834.T,朝日ネット,0.301
2814.T,6750.T,エレコム,0.301
2814.T,5261.T,リソルホールディングス,0.3
2814.T,6045.T,レントラックス,0.298
2814.T,9827.T,リリカラ,0.296
2814.T,9672.T,東京都競馬,0.295
2814.T,7366.T,ＬＩＴＡＬＩＣＯ,0.294
2814.T,7943.T,ニチハ,0.294
2814.T,8281.T,ゼビオホールディングス,0.294
2814.T,2935.T,ピックルスホールディングス,0.291
2814.T,2117.T,ウェルネオシュガー,0.29
2814.T,6345.T,アイチ　コーポレーション,0.287
2814.T,8179.T,ロイヤルホールディングス,0.287
2917.T,2883.T,大冷,0.41
2917.T,2654.T,アスモ,0.359
2917.T,4196.T,ネオマーケティング,0.345
2917.T,3537.T,昭栄薬品,0.33
2917.T,4925.T,ハーバー研究所,0.308
2917.T,1822.T,大豊建設,0.29
2917.T,9244.T,デジタリフト,0.289
2917.T,9850.T,グルメ杵屋,0.28
2917.T,3598.T,山喜,0.273
2917.T,3175.T,エー・ピーホールディングス,0.262
2917.T,4657.T,環境管理センター,0.257
2917.T,6087.T,アビスト,0.256
2917.T,8207.T,テンアライド,0.251
2917.T,7621.T,うかい,0.251
2917.T,9990.T,サックスバー　ホールディングス,0.248
2917.T,9046.T,神戸電鉄,0.247
2917.T,3093.T,トレジャー・ファクトリー,0.246
2917.T,6942.T,ソフィアホールディングス,0.239
2917.T,9039.T,サカイ引越センター,0.238
2917.T,6547.T,グリーンズ,0.235
3161.T,5989.T,エイチワン,0.35
3161.T,8005.T,スクロール,0.335
3161.T,4619.T,日本特殊塗料,0.328
3161.T,7130.T,ヤマエグループホールディングス,0.327
3161.T,7291.T,日本プラスト,0.319
3161.T,3946.T,トーモク,0.318
3161.T,7707.T,プレシジョン・システム・サイエンス,0.316
3161.T,7378.T,アシロ,0.313
3161.T,7963.T,興研,0.308
3161.T,4558.T,中京医薬品,0.306
3161.T,7162.T,アストマックス,0.304
3161.T,8871.T,ゴールドクレスト,0.303
3161.T,3479.T,ティーケーピー,0.303
3161.T,1429.T,日本アクア,0.295
3161.T,9235.T,売れるネット広告社グループ,0.29
3161.T,7570.T,橋本総業ホールディングス,0.29
3161.T,9902.T,日伝,0.288
3161.T,8704.T,トレイダーズホールディングス,0.286
3161.T,7980.T,重松製作所,0.285
3161.T,3825.T,リミックスポイント,0.283
3189.T,3350.T,メタプラネット,0.398
3189.T,4833.T,Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,0.372
3189.T,296A.T,令和アカウンティング・ホールディングス,0.356
3189.T,3807.T,フィスコ,0.327
3189.T,7138.T,ＴＯＲＩＣＯ,0.298
3189.T,4893.T,ノイルイミューン・バイオテック,0.297
3189.T,4393.T,バンク・オブ・イノベーション,0.283
3189.T,7061.T,日本ホスピスホールディングス,0.281
3189.T,4005.T,住友化学,0.274
3189.T,9240.T,デリバリーコンサルティング,0.27
3189.T,7776.T,セルシード,0.269
3189.T,9229.T,サンウェルズ,0.262
3189.T,5885.T,ジーデップ・アドバンス,0.26
3189.T,6803.T,ティアック,0.26
3189.T,5932.T,三協立山,0.258
3189.T,4994.T,大成ラミックグループ,0.257
3189.T,4375.T,セーフィー,0.256
3189.T,4054.T,日本情報クリエイト,0.255
3189.T,4767.T,テー・オー・ダブリュー,0.254
3189.T,3664.T,ＷＩＺＥ,0.254
3236.T,1887.T,日本国土開発,0.514
3236.T,8253.T,クレディセゾン,0.471
3236.T,6485.T,前澤給装工業,0.47
3236.T,8020.T,兼松,0.461
3236.T,5933.T,アルインコ,0.461
3236.T,5018.T,ＭＯＲＥＳＣＯ,0.457
3236.T,1820.T,西松建設,0.454
3236.T,3447.T,信和,0.448
3236.T,3489.T,フェイスネットワーク,0.448
3236.T,8070.T,東京産業,0.444
3236.T,8093.T,極東貿易,0.442
3236.T,7908.T,きもと,0.441
3236.T,6474.T,不二越,0.441
3236.T,5959.T,岡部,0.441
3236.T,3486.T,グローバル・リンク・マネジメント,0.44
3236.T,7191.T,イントラスト,0.44
3236.T,6358.T,酒井重工業,0.438
3236.T,8737.T,あかつき本社,0.438
3236.T,6390.T,加藤製作所,0.437
3236.T,1967.T,ヤマト,0.436
3246.T,7097.T,さくらさくプラス,0.526
3246.T,3169.T,ミサワ,0.473
3246.T,6757.T,ＯＳＧコーポレーション,0.458
3246.T,4362.T,日本精化,0.455
3246.T,3320.T,クロスプラス,0.454
3246.T,6382.T,トリニティ工業,0.454
3246.T,6797.T,名古屋電機工業,0.435
3246.T,7683.T,ダブルエー,0.426
3246.T,4113.T,田岡化学工業,0.414
3246.T,2163.T,アルトナー,0.41
3246.T,9622.T,スペース,0.394
3246.T,1433.T,ベステラ,0.385
3246.T,1914.T,日本基礎技術,0.38
3246.T,7073.T,ジェイック,0.377
3246.T,3231.T,野村不動産ホールディングス,0.377
3246.T,1444.T,ニッソウ,0.373
3246.T,3172.T,ティーライフ,0.37
3246.T,5933.T,アルインコ,0.363
3246.T,2217.T,モロゾフ,0.362
3246.T,6158.T,和井田製作所,0.36
3261.T,7148.T,ＦＰＧ,0.379
3261.T,7545.T,西松屋チェーン,0.295
3261.T,476A.T,辻・本郷ＩＴコンサルティング,0.252
3261.T,7362.T,Ｔ．Ｓ．Ｉ,0.233
3261.T,9245.T,リベロ,0.232
3261.T,7038.T,フロンティア・マネジメント,0.23
3261.T,6177.T,ＡｐｐＢａｎｋ,0.229
3261.T,6955.T,ＦＤＫ,0.223
3261.T,8891.T,ＡＭＧホールディングス,0.22
3261.T,3333.T,あさひ,0.217
3261.T,9024.T,西武ホールディングス,0.214
3261.T,2395.T,新日本科学,0.214
3261.T,4579.T,ラクオリア創薬,0.211
3261.T,477A.T,スタートライン,0.209
3261.T,7984.T,コクヨ,0.206
3261.T,7172.T,ジャパンインベストメントアドバイザー,0.203
3261.T,247A.T,Ａｉロボティクス,0.201
3261.T,2980.T,ＳＲＥホールディングス,0.2
3261.T,5078.T,セレコーポレーション,0.192
3261.T,3569.T,セーレン,0.192
3320.T,7914.T,共同印刷,0.572
3320.T,6358.T,酒井重工業,0.563
3320.T,9743.T,丹青社,0.562
3320.T,1882.T,東亜道路工業,0.558
3320.T,8076.T,カノークス,0.555
3320.T,5933.T,アルインコ,0.551
3320.T,4595.T,ミズホメディー,0.544
3320.T,6463.T,ＴＰＲ,0.542
3320.T,8616.T,東海東京フィナンシャル・ホールディングス,0.542
3320.T,7231.T,トピー工業,0.54
3320.T,4611.T,大日本塗料,0.539
3320.T,8093.T,極東貿易,0.538
3320.T,8999.T,グランディハウス,0.537
3320.T,9248.T,人・夢・技術グループ,0.536
3320.T,2307.T,クロスキャット,0.532
3320.T,1914.T,日本基礎技術,0.531
3320.T,5302.T,日本カーボン,0.527
3320.T,5976.T,高周波熱錬,0.527
3320.T,9856.T,ケーユーホールディングス,0.527
3320.T,5932.T,三協立山,0.526
3396.T,2373.T,ケア２１,0.275
3396.T,6748.T,星和電機,0.267
3396.T,2722.T,ＩＫホールディングス,0.26
3396.T,6083.T,ＥＲＩホールディングス,0.25
3396.T,5252.T,日本ナレッジ,0.244
3396.T,3267.T,フィル・カンパニー,0.23
3396.T,2435.T,シダー,0.226
3396.T,5570.T,ジェノバ,0.22
3396.T,7782.T,シンシア,0.217
3396.T,5932.T,三協立山,0.216
3396.T,9507.T,四国電力,0.215
3396.T,3293.T,アズマハウス,0.214
3396.T,9739.T,ＮＳＷ,0.214
3396.T,8203.T,ＭｒＭａｘＨＤ,0.213
3396.T,9504.T,中国電力,0.21
3396.T,3089.T,テクノアルファ,0.21
3396.T,2687.T,シー・ヴイ・エス・ベイエリア,0.207
3396.T,2659.T,サンエー,0.207
3396.T,7844.T,マーベラス,0.202
3396.T,138A.T,光フードサービス,0.202
3420.T,1822.T,大豊建設,0.394
3420.T,5357.T,ヨータイ,0.393
3420.T,4714.T,リソー教育グループ,0.391
3420.T,3183.T,ウイン・パートナーズ,0.389
3420.T,7921.T,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,0.388
3420.T,1301.T,極洋,0.383
3420.T,1929.T,日特建設,0.38
3420.T,5186.T,ニッタ,0.371
3420.T,5957.T,日東精工,0.368
3420.T,4767.T,テー・オー・ダブリュー,0.367
3420.T,6485.T,前澤給装工業,0.366
3420.T,8037.T,カメイ,0.366
3420.T,1882.T,東亜道路工業,0.366
3420.T,7438.T,コンドーテック,0.364
3420.T,8020.T,兼松,0.364
3420.T,8074.T,ＹＵＡＳＡ,0.362
3420.T,5195.T,バンドー化学,0.36
3420.T,1870.T,矢作建設工業,0.36
3420.T,5976.T,高周波熱錬,0.359
3420.T,8098.T,稲畑産業,0.359
3426.T,4390.T,ＩＰＳ,0.293
3426.T,5279.T,日本興業,0.289
3426.T,5965.T,フジマック,0.283
3426.T,5923.T,高田機工,0.278
3426.T,4026.T,神島化学工業,0.276
3426.T,4499.T,Ｓｐｅｅｅ,0.261
3426.T,5819.T,カナレ電気,0.256
3426.T,323A.T,フライヤー,0.254
3426.T,8018.T,三共生興,0.249
3426.T,9991.T,ジェコス,0.245
3426.T,6330.T,東洋エンジニアリング,0.244
3426.T,6850.T,チノー,0.242
3426.T,7224.T,新明和工業,0.239
3426.T,218A.T,Ｌｉｂｅｒａｗａｒｅ,0.238
3426.T,1850.T,南海辰村建設,0.238
3426.T,1997.T,暁飯島工業,0.237
3426.T,7012.T,川崎重工業,0.236
3426.T,2428.T,ウェルネット,0.236
3426.T,5482.T,愛知製鋼,0.234
3426.T,5121.T,藤倉コンポジット,0.232
3439.T,3591.T,ワコールホールディングス,0.319
3439.T,8138.T,三京化成,0.312
3439.T,7987.T,ナカバヤシ,0.308
3439.T,6838.T,多摩川ホールディングス,0.306
3439.T,4896.T,ケイファーマ,0.3
3439.T,6958.T,日本シイエムケイ,0.296
3439.T,5280.T,ヨシコン,0.296
3439.T,4442.T,バルテス・ホールディングス,0.293
3439.T,7271.T,安永,0.292
3439.T,4892.T,サイフューズ,0.291
3439.T,3946.T,トーモク,0.29
3439.T,3444.T,菊池製作所,0.289
3439.T,4286.T,ＣＬホールディングス,0.287
3439.T,3297.T,東武住販,0.285
3439.T,7792.T,コラントッテ,0.285
3439.T,7291.T,日本プラスト,0.283
3439.T,3538.T,ウイルプラスホールディングス,0.283
3439.T,3936.T,グローバルウェイ,0.282
3439.T,5658.T,日亜鋼業,0.282
3439.T,5363.T,東京窯業,0.281
3537.T,2654.T,アスモ,0.476
3537.T,2883.T,大冷,0.468
3537.T,4196.T,ネオマーケティング,0.398
3537.T,8275.T,フォーバル,0.381
3537.T,4925.T,ハーバー研究所,0.376
3537.T,7643.T,ダイイチ,0.349
3537.T,4524.T,森下仁丹,0.343
3537.T,2816.T,ダイショー,0.337
3537.T,2917.T,大森屋,0.33
3537.T,7185.T,ヒロセ通商,0.311
3537.T,2384.T,ＳＢＳホールディングス,0.307
3537.T,8160.T,木曽路,0.306
3537.T,2594.T,キーコーヒー,0.305
3537.T,9635.T,武蔵野興業,0.302
3537.T,4045.T,東亞合成,0.301
3537.T,3167.T,ＴＯＫＡＩホールディングス,0.301
3537.T,4527.T,ロート製薬,0.3
3537.T,7846.T,パイロットコーポレーション,0.299
3537.T,3175.T,エー・ピーホールディングス,0.299
3537.T,3422.T,Ｊ－ＭＡＸ,0.296
3600.T,4761.T,さくらケーシーエス,0.299
3600.T,5563.T,新日本電工,0.286
3600.T,7841.T,遠藤製作所,0.261
3600.T,5451.T,ヨドコウ,0.26
3600.T,5965.T,フジマック,0.254
3600.T,3137.T,ファンデリー,0.252
3600.T,9262.T,シルバーライフ,0.249
3600.T,3358.T,Ｔｒａｉｌｈｅａｄ　Ｇｌｏｂａｌ　Ｈｏｌｄｉｎｇｓ,0.249
3600.T,6235.T,オプトラン,0.237
3600.T,9768.T,いであ,0.235
3600.T,3607.T,クラウディアホールディングス,0.23
3600.T,3439.T,三ツ知,0.229
3600.T,446A.T,ノースサンド,0.226
3600.T,2286.T,林兼産業,0.224
3600.T,2776.T,新都ホールディングス,0.224
3600.T,4064.T,日本カーバイド工業,0.224
3600.T,7218.T,田中精密工業,0.22
3600.T,9876.T,コックス,0.22
3600.T,2384.T,ＳＢＳホールディングス,0.219
3600.T,8039.T,築地魚市場,0.218
3632.T,8214.T,ＡＯＫＩホールディングス,0.636
3632.T,4272.T,日本化薬,0.617
3632.T,5036.T,日本ビジネスシステムズ,0.574
3632.T,4671.T,ファルコホールディングス,0.55
3632.T,2154.T,オープンアップグループ,0.527
3632.T,3793.T,ドリコム,0.525
3632.T,6358.T,酒井重工業,0.523
3632.T,6923.T,スタンレー電気,0.52
3632.T,2483.T,翻訳センター,0.519
3632.T,3964.T,オークネット,0.512
3632.T,4205.T,日本ゼオン,0.512
3632.T,9856.T,ケーユーホールディングス,0.511
3632.T,7927.T,ムトー精工,0.507
3632.T,8086.T,ニプロ,0.507
3632.T,9037.T,ハマキョウレックス,0.5
3632.T,3968.T,セグエグループ,0.5
3632.T,3467.T,アグレ都市デザイン,0.491
3632.T,2533.T,オエノンホールディングス,0.489
3632.T,3668.T,コロプラ,0.489
3632.T,9739.T,ＮＳＷ,0.483
3668.T,4318.T,クイック,0.566
3668.T,4393.T,バンク・オブ・イノベーション,0.526
3668.T,4848.T,フルキャストホールディングス,0.506
3668.T,7575.T,日本ライフライン,0.504
3668.T,6099.T,エラン,0.501
3668.T,2335.T,キューブシステム,0.497
3668.T,9347.T,日本管財ホールディングス,0.492
3668.T,4481.T,ベース,0.492
3668.T,9332.T,ＮＩＳＳＯホールディングス,0.492
3668.T,8281.T,ゼビオホールディングス,0.491
3668.T,3232.T,三重交通グループホールディングス,0.489
3668.T,2429.T,ワールドホールディングス,0.489
3668.T,3632.T,グリーホールディングス,0.489
3668.T,9757.T,船井総研ホールディングス,0.486
3668.T,4743.T,アイティフォー,0.485
3668.T,9729.T,トーカイ,0.482
3668.T,6184.T,鎌倉新書,0.482
3668.T,2326.T,デジタルアーツ,0.48
3668.T,4641.T,アルプス技研,0.478
3668.T,4763.T,クリーク・アンド・リバー社,0.477
3758.T,4251.T,恵和,0.539
3758.T,8020.T,兼松,0.535
3758.T,8613.T,丸三証券,0.527
3758.T,3680.T,ホットリンク,0.515
3758.T,6358.T,酒井重工業,0.514
3758.T,3042.T,セキュアヴェイル,0.513
3758.T,8076.T,カノークス,0.512
3758.T,6279.T,瑞光,0.512
3758.T,5933.T,アルインコ,0.506
3758.T,8616.T,東海東京フィナンシャル・ホールディングス,0.504
3758.T,4498.T,サイバートラスト,0.502
3758.T,4235.T,ウルトラファブリックス・ホールディングス,0.499
3758.T,3799.T,キーウェアソリューションズ,0.497
3758.T,7226.T,極東開発工業,0.496
3758.T,6463.T,ＴＰＲ,0.494
3758.T,2153.T,Ｅ・Ｊホールディングス,0.493
3758.T,7061.T,日本ホスピスホールディングス,0.492
3758.T,3683.T,サイバーリンクス,0.492
3758.T,8707.T,岩井コスモホールディングス,0.491
3758.T,5133.T,テリロジーホールディングス,0.49
3787.T,7361.T,ヒューマンクリエイションホールディングス,0.367
3787.T,3913.T,ＧｒｅｅｎＢｅｅ,0.315
3787.T,7614.T,オーエムツーネットワーク,0.291
3787.T,3691.T,デジタルプラス,0.285
3787.T,4256.T,サインド,0.282
3787.T,8772.T,アサックス,0.281
3787.T,4641.T,アルプス技研,0.273
3787.T,6208.T,石川製作所,0.268
3787.T,4488.T,ＡＩ　ｉｎｓｉｄｅ,0.264
3787.T,1914.T,日本基礎技術,0.262
3787.T,3069.T,ＪＦＬＡホールディングス,0.261
3787.T,4375.T,セーフィー,0.259
3787.T,3386.T,コスモ・バイオ,0.256
3787.T,7561.T,ハークスレイ,0.25
3787.T,8804.T,東京建物,0.247
3787.T,6054.T,リブセンス,0.247
3787.T,2173.T,博展,0.246
3787.T,6046.T,リンクバル,0.246
3787.T,9621.T,建設技術研究所,0.245
3787.T,1904.T,大成温調,0.245
4102.T,2055.T,日和産業,0.277
4102.T,8439.T,東京センチュリー,0.275
4102.T,9278.T,ブックオフグループホールディングス,0.269
4102.T,1811.T,錢高組,0.269
4102.T,6964.T,サンコー,0.268
4102.T,5208.T,有沢製作所,0.259
4102.T,8572.T,アコム,0.244
4102.T,1926.T,ライト工業,0.232
4102.T,1723.T,日本電技,0.232
4102.T,3435.T,サンコーテクノ,0.231
4102.T,6054.T,リブセンス,0.231
4102.T,5869.T,早稲田学習研究会,0.228
4102.T,9476.T,中央経済社ホールディングス,0.226
4102.T,9119.T,飯野海運,0.224
